CGKG_ID	Uniprot_ID	GEM_ID	InterPro	KEGG_ID	CGL_RS_ID	NCgl_ID	Cgl_ID	cg_ID	CoryneRegNet_ID	Gene_Name	Gene_Type	EC_Number	Genome_Info
CGKG_G00036	Q8NUA9	Cgl0030	IPR025997#IPR028082	Cgl0030	CGL_RS00180	NCgl0029	Cgl0030	cg0044			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013332.1', 'Product': 'substrate-binding domain-containing protein', 'Start': '30696', 'End': '31680', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599282.2', 'Product': 'ABC-type transporter, periplasmic component', 'Start': '30696', 'End': '31680', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97423.1', 'Product': 'ABC-type transporter, periplasmic component', 'Start': '30696', 'End': '31680', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18598.1', 'Product': 'PROBABLE SOLUTE-BINDING LIPOPROTEIN, signal peptide', 'Start': '30696', 'End': '31680', 'Strand': '+'}]"
CGKG_G00037	Q8NUA8	Cgl0031	IPR001851	Cgl0031	CGL_RS00185	NCgl0030	Cgl0031	cg0045			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_003855379.1', 'Product': 'ABC transporter permease', 'Start': '31676', 'End': '32702', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599283.1', 'Product': 'ABC-type transporter, permease component', 'Start': '31676', 'End': '32702', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97424.1', 'Product': 'ABC-type transporter, permease components', 'Start': '31676', 'End': '32702', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18599.1', 'Product': 'PROBABLE ABC TRANSPORT PROTEIN, MEMBRANE COMPONENT', 'Start': '31676', 'End': '32702', 'Strand': '+'}]"
CGKG_G00038	Q8NUA7	Cgl0032	IPR003439#IPR003593#IPR017871#IPR027417	Cgl0032	CGL_RS00190	NCgl0031	Cgl0032	cg0046			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013333.1', 'Product': 'ATP-binding cassette domain-containing protein', 'Start': '32698', 'End': '33460', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599284.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '32698', 'End': '33460', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97425.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '32698', 'End': '33460', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18600.1', 'Product': 'PROBABLE ABC TRANSPORT PROTEIN, ATP-BINDING COMPON', 'Start': '32698', 'End': '33460', 'Strand': '+'}]"
CGKG_G00039	Q8NUA6			Cgl0033	CGL_RS00195	NCgl0032	Cgl0033	cg0047			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013334.1', 'Product': 'hypothetical protein', 'Start': '33461', 'End': '34274', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599285.1', 'Product': 'hypothetical protein', 'Start': '33461', 'End': '34274', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97426.1', 'Product': 'Hypothetical protein', 'Start': '33461', 'End': '34280', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18601.1', 'Product': 'conserved hypothetical protein', 'Start': '33461', 'End': '34274', 'Strand': '-'}]"
CGKG_G00040	Q8NUA5		IPR002130#IPR020892#IPR024936#IPR029000	Cgl0034	CGL_RS00200	NCgl0033	Cgl0034	cg0048		ppiA	Enzyme	5.2.1.8	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_031512456.1', 'Product': 'peptidylprolyl isomerase', 'Start': '34365', 'End': '34902', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599286.1', 'Product': 'peptidyl-prolyl cis-trans isomerase (rotamase)', 'Start': '34329', 'End': '34902', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97427.1', 'Product': 'Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family', 'Start': '34338', 'End': '34902', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18602.1', 'Product': 'PEPTIDYL-PROLYL CIS-TRANS ISOMERASE B', 'Start': '34377', 'End': '34902', 'Strand': '+'}]"
CGKG_G00041	Q8NUA4		IPR002610#IPR022764	Cgl0035	CGL_RS00205	NCgl0034	Cgl0035	cg0049			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_034983883.1', 'Product': 'rhomboid family intramembrane serine protease', 'Start': '35011', 'End': '35671', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599287.1', 'Product': 'uncharacterized membrane protein', 'Start': '34981', 'End': '35671', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97428.1', 'Product': 'Uncharacterized membrane protein (homolog of Drosophila rhomboid)', 'Start': '34981', 'End': '35671', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18603.1', 'Product': 'PUTATIVE TRANSMEMBRANE PROTEIN, RHOMBOID FAMILY', 'Start': '34981', 'End': '35671', 'Strand': '+'}]"
CGKG_G00042	Q8NUA3		IPR009057#IPR018060	Cgl0037	CGL_RS00210	NCgl0035	Cgl0037	cg0051			TF		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_231838302.1', 'Product': 'AraC family transcriptional regulator', 'Start': '36243', 'End': '37014', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599288.1', 'Product': 'AraC-type DNA-binding domain-containing protein', 'Start': '36243', 'End': '37242', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97429.1', 'Product': 'AraC-type DNA-binding domain-containing proteins', 'Start': '36243', 'End': '37242', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18605.1', 'Product': 'PROBABLE TRANSCRIPTION REGULATOR PROTEIN, AraC typ', 'Start': '36243', 'End': '37242', 'Strand': '-'}]"
CGKG_G00043					CGL_RS15565						Gene		"[{'Reference_Genome': 'NC_003450.3', 'Product': 'AraC family transcriptional regulator', 'Start': '<37050', 'End': '37242', 'Strand': '-'}]"
CGKG_G00044	Q8NUA2	Cgl0036	IPR000522#IPR029022	Cgl0036	CGL_RS00215	NCgl0036	Cgl0036	cg0052			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013337.1', 'Product': 'Fe(3+)-siderophore ABC transporter permease', 'Start': '37244', 'End': '38201', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599289.1', 'Product': 'ABC-type transporter, permease component', 'Start': '37244', 'End': '38201', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97430.1', 'Product': 'ABC-type transporter, permease components', 'Start': '37220', 'End': '38201', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18604.1', 'Product': 'PUTATIVE IRON-SIDEROPHORE UPTAKE SYSTEM TRANSMEMBR', 'Start': '37181', 'End': '38201', 'Strand': '+'}]"
CGKG_G00045	Q8NUA1	Cgl0038	IPR003439#IPR003593#IPR017871#IPR027417	Cgl0038	CGL_RS00220	NCgl0037	Cgl0038	cg0053			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013338.1', 'Product': 'ABC transporter ATP-binding protein', 'Start': '38201', 'End': '38981', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599290.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '38201', 'End': '38981', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97431.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '38201', 'End': '38981', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18606.1', 'Product': 'PUTATIVE IRON-SIDEROPHORE UPTAKE SYSTEM ATP-BINDIN', 'Start': '38201', 'End': '38981', 'Strand': '+'}]"
CGKG_G00046	Q8NUA0	Cgl0039	IPR007037#IPR013113	Cgl0039	CGL_RS00225	NCgl0038	Cgl0039	cg0054			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013339.1', 'Product': 'siderophore-interacting protein', 'Start': '38977', 'End': '39802', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599291.1', 'Product': 'siderophore-interacting protein', 'Start': '38977', 'End': '39802', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97432.1', 'Product': 'Siderophore-interacting protein', 'Start': '38977', 'End': '39802', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18607.1', 'Product': 'IRON-CHELATOR UTILIZATION PROTEIN', 'Start': '38977', 'End': '39802', 'Strand': '+'}]"
CGKG_G00047	Q8NU99		IPR009619	Cgl0040	CGL_RS00230	NCgl0039	Cgl0040	cg0055		crgA	Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_003861074.1', 'Product': 'cell division protein CrgA', 'Start': '40185', 'End': '40458', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599292.1', 'Product': 'hypothetical membrane protein', 'Start': '40185', 'End': '40458', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97433.1', 'Product': 'Hypothetical membrane protein', 'Start': '40185', 'End': '40458', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18608.1', 'Product': 'putative membrane protein', 'Start': '40185', 'End': '40458', 'Strand': '-'}]"
CGKG_G00048	Q8NU98		IPR000719#IPR005543#IPR008271#IPR011009#IPR017441	Cgl0041	CGL_RS00235	NCgl0040	Cgl0041	cg0057		pknB	Enzyme	2.7.11.1	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013340.1', 'Product': 'Stk1 family PASTA domain-containing Ser/Thr kinase', 'Start': '40572', 'End': '42513', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599293.1', 'Product': 'serine/threonine protein kinase', 'Start': '40572', 'End': '42513', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97434.1', 'Product': 'Serine/threonine protein kinases', 'Start': '40572', 'End': '42513', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18609.1', 'Product': 'EUKARYOTIC-TYPE SERINE/THREONINE KINASE', 'Start': '40572', 'End': '42513', 'Strand': '-'}]"
CGKG_G00049	Q8NU97		IPR000719#IPR008271#IPR011009#IPR017441	Cgl0042	CGL_RS00240	NCgl0041	Cgl0042	cg0059		pknA#drp72	Enzyme	2.7.11.1	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013341.1', 'Product': 'serine/threonine-protein kinase', 'Start': '42509', 'End': '43919', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599294.1', 'Product': 'serine/threonine protein kinase', 'Start': '42509', 'End': '43919', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97435.1', 'Product': 'Serine/threonine protein kinases', 'Start': '42509', 'End': '43919', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18610.1', 'Product': 'SERINE/THREONINE PROTEIN KINASE', 'Start': '42509', 'End': '43919', 'Strand': '-'}]"
CGKG_G00050	Q8NU96		IPR001460#IPR012338	Cgl0043	CGL_RS00245	NCgl0042	Cgl0043	cg0060		pbpA	Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013342.1', 'Product': 'penicillin-binding protein 2', 'Start': '43922', 'End': '45347', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599295.1', 'Product': 'cell division protein FtsI', 'Start': '43922', 'End': '45347', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97436.1', 'Product': 'Cell division protein FtsI/penicillin-binding protein 2', 'Start': '43922', 'End': '45347', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18611.1', 'Product': 'D-ALANYL-D-ALANINE CARBOXYPEPTIDASE', 'Start': '43922', 'End': '45347', 'Strand': '-'}]"
CGKG_G00051	Q8NU95		IPR001182	Cgl0044	CGL_RS00250	NCgl0043	Cgl0044	cg0061		rodA	Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013343.1', 'Product': 'FtsW/RodA/SpoVE family cell cycle protein', 'Start': '45343', 'End': '46669', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599296.1', 'Product': 'bacterial cell division membrane protein', 'Start': '45343', 'End': '46669', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97437.1', 'Product': 'Bacterial cell division membrane protein', 'Start': '45343', 'End': '46489', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18612.1', 'Product': 'PUTATIVE FTSW/RODA/SPOVE FAMILY CELL CYCLE PROTEIN', 'Start': '45343', 'End': '46669', 'Strand': '-'}]"
CGKG_G00052	Q8NU94		IPR001932#IPR015655	Cgl0045	CGL_RS00255	NCgl0044	Cgl0045	cg0062		ppp	Enzyme	3.1.3.16	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013344.1', 'Product': 'serine/threonine-protein phosphatase', 'Start': '46665', 'End': '48021', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599297.1', 'Product': 'protein serine/threonine phosphatase', 'Start': '46665', 'End': '48021', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97438.1', 'Product': 'Protein serine/threonine phosphatases', 'Start': '46665', 'End': '48021', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18613.1', 'Product': 'PROTEIN PHOSPHATASE', 'Start': '46665', 'End': '48021', 'Strand': '-'}]"
CGKG_G00053	Q8NU93		IPR000253#IPR008984	Cgl0046	CGL_RS00260	NCgl0045	Cgl0046	cg0063			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_003861086.1', 'Product': 'FHA domain-containing protein', 'Start': '48020', 'End': '48485', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599298.1', 'Product': 'FHA-domain-containing protein', 'Start': '48020', 'End': '48485', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97439.1', 'Product': 'FHA-domain-containing proteins', 'Start': '48020', 'End': '48485', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18614.1', 'Product': 'Secreted PROTEIN', 'Start': '48020', 'End': '48485', 'Strand': '-'}]"
CGKG_G00054	Q8NU92		IPR000253#IPR008984#IPR022128	Cgl0047	CGL_RS00265	NCgl0046	Cgl0047	cg0064			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265452.1', 'Product': 'DUF3662 and FHA domain-containing protein', 'Start': '48501', 'End': '49398', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599299.1', 'Product': 'hypothetical FHA-domain-containing protein', 'Start': '48501', 'End': '49368', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97440.1', 'Product': 'tRNA-Leu', 'Start': '49704', 'End': '49791', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18615.1', 'Product': 'conserved hypothetical protein', 'Start': '48501', 'End': '49398', 'Strand': '-'}]"
CGKG_G00055					CGL_RS00270	NCg1t06					Gene		"[{'Reference_Genome': 'NC_003450.3', 'Product': 'tRNA-Leu', 'Start': '49704', 'End': '49791', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Product': 'tRNA-Leu', 'Start': '49704', 'End': '49791', 'Strand': '+'}]"
CGKG_G00056	Q8NU91			Cgl0048	CGL_RS15570	NCgl0047	Cgl0048	cg0065			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013346.1', 'Product': 'hypothetical protein', 'Start': '49893', 'End': '50616', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599300.1', 'Product': 'hypothetical protein', 'Start': '49893', 'End': '50616', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97441.1', 'Product': 'Hypothetical protein', 'Start': '49893', 'End': '50616', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18616.1', 'Product': 'Haem peroxidase superfamily', 'Start': '49893', 'End': '50616', 'Strand': '-'}]"
CGKG_G00057	Q8NU90			Cgl0049	CGL_RS00280	NCgl0048	Cgl0049	cg0066			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013347.1', 'Product': 'hypothetical protein', 'Start': '50962', 'End': '51436', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599301.1', 'Product': 'hypothetical protein', 'Start': '50962', 'End': '51436', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97442.1', 'Product': 'Hypothetical protein', 'Start': '50962', 'End': '51436', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18617.1', 'Product': 'hypothetical protein', 'Start': '50962', 'End': '51436', 'Strand': '-'}]"
CGKG_G00058	Q8NU89	Cgl0051	IPR015590#IPR016161#IPR016162#IPR016163#IPR029510	Cgl0051	CGL_RS00285	NCgl0049	Cgl0051	cg0067		gabD3	Enzyme	1.2.1.16	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013348.1', 'Product': 'NAD-dependent succinate-semialdehyde dehydrogenase', 'Start': '51622', 'End': '53095', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599302.1', 'Product': 'NAD-dependent aldehyde dehydrogenase', 'Start': '51622', 'End': '53095', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97443.1', 'Product': 'NAD-dependent aldehyde dehydrogenases', 'Start': '51622', 'End': '53095', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18619.1', 'Product': 'SUCCINATE-SEMIALDEHYDE DEHYDROGENASE (NADP+)', 'Start': '51622', 'End': '53095', 'Strand': '-'}]"
CGKG_G00059	Q8NU88		IPR012336#IPR012941	Cgl0050	CGL_RS00290	NCgl0050	Cgl0050	cg0070			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_208400605.1', 'Product': 'phenol 2-monooxygenase', 'Start': '53093', 'End': '54011', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599303.2', 'Product': 'phenol hydroxylase related protein', 'Start': '53054', 'End': '54011', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97444.1', 'Product': 'Hypothetical protein', 'Start': '53054', 'End': '54011', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18618.1', 'Product': 'FAD MONOOXYGENASE, PHEA/TFDB FAMILY', 'Start': '53054', 'End': '54011', 'Strand': '+'}]"
CGKG_G00060	Q8NU87	Cgl0052	IPR001279#IPR001763	Cgl0052	CGL_RS00295	NCgl0051	Cgl0052	cg0071			Enzyme	3.1.2.6	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013350.1', 'Product': 'MBL fold metallo-hydrolase', 'Start': '54178', 'End': '55549', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599304.1', 'Product': 'Zn-dependent hydrolase', 'Start': '54178', 'End': '55549', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97445.1', 'Product': 'Zn-dependent hydrolases, including glyoxylases', 'Start': '54079', 'End': '55549', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18620.1', 'Product': 'Metallo-beta-lactamase superfamily', 'Start': '54178', 'End': '55549', 'Strand': '+'}]"
CGKG_G00061	Q8NU86		IPR002781	Cgl0053	CGL_RS00300	NCgl0052	Cgl0053	cg0072			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013351.1', 'Product': 'sulfite exporter TauE/SafE family protein', 'Start': '55625', 'End': '56372', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599305.1', 'Product': 'hypothetical membrane permease protein', 'Start': '55625', 'End': '56372', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97446.1', 'Product': 'Hypothetical membrane protein', 'Start': '55625', 'End': '56417', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18621.1', 'Product': 'conserved hypothetical membrane protein', 'Start': '55625', 'End': '56372', 'Strand': '-'}]"
CGKG_G00062	Q8NU85	Cgl0054	IPR001763	Cgl0054	CGL_RS00305	NCgl0053	Cgl0054	cg0073			Enzyme	2.8.1.1	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013352.1', 'Product': 'rhodanese-like domain-containing protein', 'Start': '56382', 'End': '56676', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599306.1', 'Product': 'rhodanese-related sulfurtransferase', 'Start': '56382', 'End': '56676', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97447.1', 'Product': 'Rhodanese-related sulfurtransferases', 'Start': '56382', 'End': '56676', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18622.1', 'Product': 'sulfurtransferase', 'Start': '56382', 'End': '56676', 'Strand': '-'}]"
CGKG_G00063	Q8NU84	Cgl0055	IPR001763#IPR021309	Cgl0055	CGL_RS00310	NCgl0054	Cgl0055	cg0074			Enzyme	2.8.1.1	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013353.1', 'Product': 'rhodanese-like domain-containing protein', 'Start': '56676', 'End': '57270', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599307.1', 'Product': 'rhodanese-related sulfurtransferase', 'Start': '56676', 'End': '57270', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97448.1', 'Product': 'Rhodanese-related sulfurtransferases', 'Start': '56676', 'End': '57270', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18623.1', 'Product': 'sulfurtransferase', 'Start': '56676', 'End': '57270', 'Strand': '-'}]"
CGKG_G00064	Q8NU83		IPR003735	Cgl0056	CGL_RS00315	NCgl0055	Cgl0056	cg0075			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013354.1', 'Product': 'metal-sensitive transcriptional regulator', 'Start': '57396', 'End': '57654', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599308.1', 'Product': 'hypothetical protein', 'Start': '57396', 'End': '57654', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97449.1', 'Product': 'Uncharacterized BCR', 'Start': '57477', 'End': '57654', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18624.1', 'Product': 'conserved hypothetical protein', 'Start': '57396', 'End': '57654', 'Strand': '+'}]"
CGKG_G00065	Q8NU82			Cgl0057	CGL_RS00320	NCgl0056	Cgl0057	cg0076			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013355.1', 'Product': 'hypothetical protein', 'Start': '58086', 'End': '58944', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599309.1', 'Product': 'hypothetical protein', 'Start': '58086', 'End': '58944', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97450.1', 'Product': 'Hypothetical protein', 'Start': '58086', 'End': '58944', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18625.1', 'Product': 'hypothetical protein', 'Start': '58086', 'End': '58944', 'Strand': '+'}]"
CGKG_G00066	Q8NU81		IPR018966#IPR023577	Cgl0058	CGL_RS00325	NCgl0057	Cgl0058	cg0077			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_020948491.1', 'Product': 'polyphosphate polymerase domain-containing protein', 'Start': '59102', 'End': '59933', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_599310.1', 'Product': 'hypothetical protein', 'Start': '59090', 'End': '59933', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAB97451.1', 'Product': 'Hypothetical protein', 'Start': '59090', 'End': '59933', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF18626.1', 'Product': 'Conserved HYPOTHETICAL PROTEIN', 'Start': '59090', 'End': '59933', 'Strand': '+'}]"
